gaussWindow,mgp,minArea,residualConnections,winSize,maxLevel,diffMethod,realFps,avNbBoxes,avNbFilteredBoxes,avNbHeliBox,percentHeliTotalFiltered,percentFrameWithHeli
9,175,25,2,3,7,0,100.7049197798095,6.312180889861415,0.7067833698030634,0.48577680525164113,0.6873065015479877,0.3551673944687045
9,175,25,3,3,7,0,102.46609949368771,7.98029197080292,1.0386861313868614,0.46058394160583943,0.44342937456078707,0.43013100436681223
9,175,25,4,3,7,0,102.36690309646471,8.172388604821037,1.3425858290723156,0.5434623813002192,0.40478781284004356,0.507278020378457
9,175,25,5,3,7,0,102.27098147987152,8.56578947368421,1.760233918128655,0.560672514619883,0.31852159468438535,0.5305676855895196
11,125,25,1,3,7,0,98.48285513121837,2.1581632653061225,0.07725947521865889,0.06268221574344024,0.8113207547169812,0.06259097525473072
11,125,25,2,3,7,0,97.91812106670604,4.49744711889132,0.5433989788475565,0.44638949671772427,0.8214765100671141,0.29694323144104806
11,125,25,3,3,7,0,98.85686497253053,1.9708029197080292,0.6416058394160584,0.4248175182481752,0.6621160409556314,0.3508005822416303
11,125,25,4,3,7,0,98.69847314755033,5.27027027027027,0.8933528122717312,0.44558071585098613,0.4987735077677841,0.42358078602620086
11,125,25,5,3,7,0,98.26493728959127,7.125,1.3808479532163742,0.4992690058479532,0.36156696664902066,0.47161572052401746
11,150,25,1,3,7,0,96.41193240106129,2.0065597667638486,0.0794460641399417,0.06268221574344024,0.7889908256880734,0.06259097525473072
11,150,25,2,3,7,0,97.33893487968581,4.49963530269876,0.5441283734500365,0.4566010211524435,0.839142091152815,0.3027656477438137
11,150,25,3,3,7,0,98.1730453543036,5.395620437956205,0.6649635036496351,0.445985401459854,0.6706915477497255,0.3551673944687045
11,150,25,4,3,7,0,94.66478503756241,6.147552958363769,1.016800584368152,0.464572680788897,0.4568965517241379,0.438136826783115
11,150,25,5,3,7,0,99.34332184402028,7.597953216374269,1.5562865497076024,0.45394736842105265,0.29168623767026775,0.44250363901018924
11,175,25,1,3,7,0,98.32549675307598,1.9088921282798834,0.11224489795918367,0.060495626822157436,0.538961038961039,0.05967976710334789
11,175,25,2,3,7,0,99.60177412941779,5.048140043763676,0.5390226112326769,0.44638949671772427,0.828146143437077,0.3005822416302766
11,175,25,3,3,7,0,98.75566425546639,5.887591240875913,0.6233576642335766,0.4226277372262774,0.6779859484777518,0.3500727802037846
11,175,25,4,3,7,0,99.37395852619885,6.643535427319211,0.870708546384222,0.4616508400292184,0.5302013422818792,0.43377001455604075
11,175,25,5,3,7,0,98.78943398831063,6.836988304093567,1.233187134502924,0.47733918128654973,0.3870776526378186,0.45924308588064044
