585,200
585,199
584,199
585,199
583,198
583,198
582,198
582,199
583,199
582,199
582,200
574,201
581,198
580,198
580,198
578,198
580,197
578,197
580,198
580,196
569,199
565,199
565,200
567,200
567,199
566,200
565,200
566,199
566,199
566,199
565,199
565,200
564,200
564,199
564,201
562,202
560,200
562,201
562,202
561,201
562,202
559,203
559,202
557,201
559,201
558,202
557,202
557,202
557,202
557,202
554,203
553,203
552,202
553,202
553,203
552,202
552,203
551,203
550,203
549,205
548,205
549,204
549,204
548,204
548,206
546,205
545,207
545,207
544,207
545,208
543,208
543,208
542,208
542,209
541,208
541,209
541,209
540,208
540,209
540,207
540,208
540,208
538,208
538,208
536,209
536,209
536,210
536,209
534,209
534,209
532,209
531,208
531,210
