610,193
609,194
609,194
609,193
609,193
608,193
605,193
604,193
604,193
604,193
603,193
603,195
602,195
601,194
601,193
600,194
600,194
600,195
599,195
599,195
597,193
595,193
596,192
595,193
595,193
595,195
594,195
595,196
594,196
593,197
593,197
592,197
592,198
591,198
591,198
590,198
590,198
589,198
589,198
588,198
587,199
586,198
585,198
584,198
584,198
583,198
583,198
581,198
581,199
581,200
581,201
580,201
580,200
579,199
578,199
576,199
576,200
577,200
576,201
575,201
574,201
574,201
573,201
573,202
573,202
572,202
571,201
571,202
569,201
569,201
569,201
569,201
568,202
568,203
567,204
565,205
566,204
565,204
564,204
563,204
563,204
562,204
561,204
561,204
561,205
560,206
560,205
559,205
559,206
557,206
557,206
556,206
555,206
555,206
555,205
554,205
554,206
553,206
552,207
552,207
551,207
551,207
550,208
550,208
549,209
549,208
548,209
547,210
546,210
545,210
544,210
543,210
543,210
543,211
542,211
541,211
540,211
540,210
540,211
539,211
538,211
537,211
537,211
536,211
536,211
535,212
534,212
533,212
533,212
533,212
532,212
531,212
531,212
530,212
530,213
529,213
529,213
527,214
526,215
526,214
525,214
525,214
524,215
523,215
523,215
522,215
522,215
521,216
521,216
519,216
519,216
518,216
518,216
517,217
516,217
516,217
515,217
514,218
514,218
513,219
513,219
513,219
512,219
511,219
510,218
510,219
509,218
508,218
508,218
507,218
507,218
506,219
505,220
505,221
504,221
503,221
503,221
502,221
501,221
501,222
500,222
499,222
499,222
499,222
498,222
498,223
497,223
496,223
496,224
495,224
494,225
493,225
493,225
493,225
492,224
492,224
491,224
490,225
489,225
489,225
489,225
488,225
488,225
487,225
486,225
485,226
484,226
484,226
483,226
483,227
482,227
481,227
481,227
480,228
479,229
479,228
479,228
478,228
477,228
477,228
476,228
475,228
474,228
474,230
473,230
473,230
472,230
472,231
471,231
470,231
469,231
469,231
468,232
467,232
467,232
467,232
466,232
466,232
466,233
464,233
464,234
463,233
463,233
462,233
462,233
461,232
461,232
461,233
460,234
459,235
459,235
458,235
457,235
457,235
456,235
455,236
455,235
455,236
454,236
454,236
453,237
452,237
452,236
452,237
451,238
450,238
449,238
449,238
448,238
448,238
447,238
446,238
446,238
446,239
445,240
444,240
443,240
443,240
443,240
442,240
442,240
441,241
440,240
439,241
439,242
439,241
438,242
438,243
437,243
436,244
435,244
435,243
435,243
435,243
434,243
433,243
432,243
432,243
431,243
431,244
430,244
430,244
430,244
429,244
429,243
429,243
428,243
427,243
427,244
426,244
426,244
425,244
425,244
424,244
423,244
423,245
423,245
422,245
422,245
421,245
420,245
420,245
419,245
419,246
419,246
418,247
417,247
416,247
416,247
415,247
415,247
415,248
414,248
413,248
413,248
412,247
412,248
412,248
411,248
410,248
410,249
410,249
409,248
408,249
408,249
407,249
407,249
407,249
406,250
406,250
405,251
404,250
404,249
403,248
403,248
402,249
402,249
402,250
401,250
400,250
400,251
399,251
399,252
398,252
397,253
397,254
397,254
396,254
396,253
395,253
395,254
394,253
394,253
393,254
392,254
391,255
391,255
390,255
390,256
389,256
389,256
388,257
387,257
387,257
386,258
386,258
386,258
385,258
385,257
384,257
383,257
383,256
382,256
381,256
381,256
381,256
380,256
379,257
378,258
378,257
378,258
378,257
377,257
377,258
376,259
375,259
375,259
375,259
374,260
374,261
374,261
373,261
372,262
371,263
371,263
371,262
370,262
370,262
369,262
369,263
368,262
367,263
367,264
366,264
366,264
366,264
365,264
364,264
364,265
364,265
363,266
363,266
363,266
362,267
361,267
361,267
361,268
360,268
359,268
359,269
358,268
358,268
358,268
358,268
357,268
357,268
356,269
356,270
355,271
354,270
354,270
354,271
353,271
353,271
352,272
351,271
351,272
351,272
351,272
350,272
349,272
350,273
349,273
348,273
348,274
347,274
346,274
346,274
346,274
346,274
346,274
345,274
344,274
343,275
343,276
343,277
343,276
342,276
342,277
342,277
341,277
341,278
340,278
340,279
340,278
339,279
338,280
338,279
337,280
337,280
337,281
336,281
335,281
335,281
334,281
334,282
334,281
333,281
332,281
332,282
332,283
332,282
331,283
331,283
330,283
329,283
329,284
328,285
328,285
327,285
327,285
327,285
326,286
326,285
326,286
325,287
324,287
324,287
324,287
323,287
323,287
322,287
322,287
321,287
321,287
320,288
320,289
319,289
319,289
319,289
319,289
318,290
317,289
317,290
317,290
317,290
316,291
315,291
315,291
314,291
314,291
313,292
313,292
313,293
312,293
312,293
312,293
311,294
311,293
311,293
311,292
310,292
309,292
309,293
309,293
308,293
307,293
307,293
307,294
306,294
306,294
305,295
305,295
305,295
304,295
304,295
304,296
303,296
303,297
302,297
302,297
302,297
301,297
300,297
300,297
300,297
300,297
299,297
298,298
298,298
298,299
297,299
297,299
297,299
297,299
296,299
296,299
296,299
295,300
295,300
295,300
294,300
294,301
293,301
293,302
292,302
292,302
292,302
292,302
291,302
291,303
290,303
290,303
290,303
290,303
289,303
289,303
289,303
288,303
289,304
289,304
288,305
287,305
287,305
286,305
286,305
285,305
285,305
285,306
284,306
283,306
283,307
